Rank,Name,basename,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
18366,Dinotopia: The Sunstone Odyssey,dinotopia-the-sunstone-odyssey,0.0,0.02,0.06,0.0,0.0,0.0,2003.0,/games/boxart/full_6697622AmericaFrontccc.jpg
18368,PachiPara 3D,pachipara-3d,0.0,0.02,0.0,0.0,0.02,0.0,2011.0,/games/boxart/full_pachipara-3d_118JapanFront.jpg
18369,Meiji Toukyou Renka: Twilight Kiss,meiji-toukyou-renka-twilight-kiss,0.0,0.02,0.0,0.0,0.02,0.0,2015.0,/games/boxart/full_7404103JapanFrontccc.jpg
18370,Senran Kagura: Peach and Reflexions Limited Double Pack,senran-kagura-peach-and-reflexions-limited-double-pack,0.0,0.02,0.0,0.0,0.02,0.0,2018.0,/games/boxart/full_2897061JapanFrontccc.jpg
18373,Earth Defense Force 2017 (old JP sales),earth-defense-force-2017-old-jp-sales,0.0,0.02,0.0,0.0,0.02,0.0,2007.0,/games/boxart/2405085ccc.jpg
18374,Gummy Bears Magical Medallion,gummy-bears-magical-medallion,0.0,0.02,0.01,0.0,0.0,0.0,2011.0,/games/boxart/full_gummy-bears-magical-medallion_211AmericaFront.jpg
18375,Sengoku Hime: Senran ni Mau Otometachi,sengoku-hime-senran-ni-mau-otometachi,0.0,0.02,0.0,0.0,0.07,0.0,2009.0,/games/boxart/full_437415JapanFrontccc.jpg
18376,GTI Club: Supermini Festa!,gti-club-supermini-festa,0.0,0.02,0.01,0.0,0.0,0.0,2010.0,/games/boxart/full_4525727AmericaFrontccc.jpg
18378,Monster Trux Offroad,monster-trux-offroad,0.0,0.02,0.01,0.0,0.0,0.0,2007.0,/games/boxart/full_9864619AmericaFrontccc.jpg
18379,Space Hulk: Deathwing,space-hulk-deathwing,0.0,0.02,0.0,0.01,0.0,0.0,2017.0,/games/boxart/full_623355AmericaFrontccc.jpg
18382,Sora no Otoshimono Forte: Dreamy Season,sora-no-otoshimono-forte-dreamy-season,0.0,0.02,0.0,0.0,0.02,0.0,2011.0,/games/boxart/full_sora-no-otoshimono-forte-dreamy-season_71JapanFront.jpg
18383,Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,future-card-buddyfight-tanjou-oretachi-no-saikyou-body,0.0,0.02,0.0,0.0,0.02,0.0,2018.0,/games/boxart/full_4606037JapanFrontccc.png
18384,Hiiro no Kakera Portable,hiiro-no-kakera-portable,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_3490387JapanFrontccc.jpg
18386,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,yuu-yuu-hakusho-ds-ankoku-bujutsukai-hen,0.0,0.02,0.0,0.0,0.02,0.0,2006.0,/games/boxart/full_1420956JapanFrontccc.jpg
18388,Marginal #4: Idol of Supernova,marginal-4-idol-of-supernova,0.0,0.02,0.0,0.0,0.02,0.0,2014.0,/games/boxart/full_2769789JapanFrontccc.jpg
18389,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita"," hajime mashita""",0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_4672444JapanFrontccc.jpg
18390,Jet Impulse,jet-impulse,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_8943016JapanFrontccc.jpg
18391,Triggerheart Exelica,triggerheart-exelica,0.0,0.02,0.0,0.0,0.02,0.0,2007.0,/games/boxart/full_9011595JapanFrontccc.jpg
18392,Rewrite,rewrite,0.0,0.02,0.0,0.0,0.02,0.0,2014.0,/games/boxart/full_5924523JapanFrontccc.jpg
18394,Games Explosion!,games-explosion,0.0,0.02,0.01,0.0,0.0,0.0,2006.0,/games/boxart/full_2050427AmericaFrontccc.jpg
18396,Tennis no Oji-Sama: Card Hunter,tennis-no-oji-sama-card-hunter,0.0,0.02,0.0,0.0,0.02,0.0,2007.0,/games/boxart/full_tennis-no-oji-sama-card-hunter_516JapanFront.jpg
18397,GRIP: Combat Racing,grip-combat-racing,0.0,0.02,0.06,0.0,0.0,0.0,2018.0,/games/boxart/full_3394357AmericaFrontccc.jpg
18398,Night Wizard the Video Game: Denial of the World,night-wizard-the-video-game-denial-of-the-world,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_90064JapanFrontccc.jpg
18399,Portable Island: Tenohira Resort,portable-island-tenohira-resort,0.0,0.02,0.0,0.0,0.02,0.0,2006.0,/games/boxart/full_7267378JapanFrontccc.jpg
18400,Sengoku Efuda Yuugi: Hototogisu Ran,sengoku-efuda-yuugi-hototogisu-ran,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_1909784JapanFrontccc.jpg
18403,Tokyo Friend Park II DS,tokyo-friend-park-ii-ds,0.0,0.02,0.0,0.0,0.02,0.0,2006.0,/games/boxart/full_97576JapanFrontccc.jpg
18404,Adventure Time: The Secret of the Nameless,adventure-time-the-secret-of-the-nameless,0.0,0.02,0.06,0.0,0.0,0.0,2014.0,/games/boxart/full_3000813AmericaFrontccc.jpg
18405,Hitotsu Tobashi Renai V,hitotsu-tobashi-renai-v,0.0,0.02,0.0,0.0,0.02,0.0,2015.0,/games/boxart/full_868029JapanFrontccc.jpg
18408,Robopon 2: Ring Version,robopon-2-ring-version,0.0,0.02,0.01,0.0,0.0,0.0,2002.0,/games/boxart/full_4630150AmericaFrontccc.jpg
18409,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,shin-hisui-no-shizuku-hiiro-no-kakera-2-portable,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_shin-hisui-no-shizuku-hiiro-no-kakera-2-portable_0JapanFront.jpg
18411,Dragon Tales: Dragon Adventures,dragon-tales-dragon-adventures,0.0,0.02,0.01,0.0,0.0,0.0,2004.0,/games/boxart/555942ccc.jpg
18412,Dream Dancer,dream-dancer,0.0,0.02,0.01,0.0,0.0,0.0,2004.0,/games/boxart/full_8021317AmericaFrontccc.jpg
18413,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,moe-moe-2-ji-taisen-ryoku-deluxe,0.0,0.02,0.0,0.0,0.07,0.0,2008.0,/games/boxart/full_3180303JapanFrontccc.jpg
18414,Powerbike,powerbike,0.0,0.02,0.01,0.0,0.0,0.0,2009.0,/games/boxart/full_7356028AmericaFrontccc.jpg
18415,Tokyo Clanpool,tokyo-clanpool,0.0,0.02,0.0,0.0,0.02,0.0,2017.0,/games/boxart/full_6948307JapanFrontccc.jpg
18416,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,violet-no-atelier-gramnad-no-renkinjutsushi-2-gunjou-no-omoide,0.0,0.02,0.0,0.0,0.02,0.0,2011.0,/games/boxart/full_violet-no-atelier-gramnad-no-renkinjutsushi-2-gunjou-no-omoide_390JapanFront.jpg
18417,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,elminage-ii-ds-remix-sousei-no-megami-to-unmai-no-daichi,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_649823JapanFrontccc.jpg
18418,Gaku ? Ou: The Royal Seven Stars,gaku-ou-the-royal-seven-stars,0.0,0.02,0.0,0.0,0.02,0.0,2013.0,/games/boxart/default.jpg
18419,Online Chess Kingdoms,online-chess-kingdoms,0.0,0.02,0.01,0.0,0.0,0.0,2006.0,/games/boxart/1482795ccc.jpg
18420,Rayman 10th Anniversary,rayman-10th-anniversary,0.0,0.02,0.01,0.0,0.0,0.0,2005.0,/games/boxart/2624010ccc.jpg
18421,Achtung Panzer: Kharkov 1943,achtung-panzer-kharkov-1943,0.0,0.02,0.0,0.01,0.0,0.0,2010.0,/games/boxart/full_achtung-panzer-kharkov-1943_894AmericaFront.jpg
18424,RollerCoaster Tycoon: Gold Edition,rollercoaster-tycoon-gold-edition,0.0,0.02,0.01,0.0,0.0,0.0,2002.0,/games/boxart/full_57764AmericaFrontccc.jpg
18427,White Day: A Labyrinth Named School (2017),white-day-a-labyrinth-named-school-2017,0.0,0.02,0.0,0.01,0.01,0.0,2017.0,/games/boxart/full_4598536AmericaFrontccc.jpg
18428,Race Driver: Create & Race,race-driver-create-amp-race,0.0,0.02,0.01,0.0,0.0,0.0,2007.0,/games/boxart/full_3696918AmericaFrontccc.jpg
18429,Storm Lover Kai!!,storm-lover-kai,0.0,0.02,0.0,0.0,0.02,0.0,2012.0,/games/boxart/default.jpg
18430,Minna to Issho,minna-to-issho,0.0,0.02,0.0,0.0,0.02,0.0,2011.0,/games/boxart/default.jpg
18431,Nurarihyon no Mago: Hyakki Ryouran Taisen,nurarihyon-no-mago-hyakki-ryouran-taisen,0.0,0.02,0.0,0.0,0.02,0.0,2011.0,/games/boxart/full_nurarihyon-no-mago-hyakki-ryouran-taisen_142JapanFront.jpg
18433,A Vampyre Story,a-vampyre-story,0.0,0.02,0.0,0.01,0.0,0.0,2008.0,/games/boxart/full_4992356AmericaFrontccc.jpg
18434,Enkaku Sousa: Sana e no 23 Hiai,enkaku-sousa-sana-e-no-23-hiai,0.0,0.02,0.0,0.0,0.02,0.0,2009.0,/games/boxart/full_3344888JapanFrontccc.jpg
18437,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,katekyoo-hitman-reborn-ds-mafia-daishuugou-bongole-festival,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_6171623JapanFrontccc.jpg
18438,Majesty 2 Collection,majesty-2-collection,0.0,0.02,0.0,0.01,0.0,0.0,2011.0,/games/boxart/full_majesty-2-collection_833AmericaFront.jpg
18439,Iron Soldier 3,iron-soldier-3,0.0,0.02,0.01,0.01,0.0,0.0,2000.0,/games/boxart/full_iron-soldier-3_10AmericaFront.jpg
18440,Oyaku de Asoberu DS Ehon: Ukkari Penelope,oyaku-de-asoberu-ds-ehon-ukkari-penelope,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_4854446JapanFrontccc.jpg
18442,Durarara!! Relay,durarara-relay,0.0,0.02,0.0,0.0,0.02,0.0,2015.0,/games/boxart/full_1742391JapanFrontccc.jpg
18443,Post Mortem,post-mortem,0.0,0.02,0.0,0.01,0.0,0.0,2003.0,/games/boxart/full_1176263AmericaFrontccc.jpg
18445,UNO 52,uno-52,0.0,0.02,0.01,0.0,0.0,0.0,2006.0,/games/boxart/full_uno-52_174AmericaFront.jpg
18446,Tiger & Bunny: Hero's Day,tiger-amp-bunny-heros-day,0.0,0.02,0.0,0.0,0.02,0.0,2013.0,/games/boxart/default.jpg
18447,Tokyo Tattoo Girls,tokyo-tattoo-girls,0.0,0.02,0.01,0.0,0.0,0.0,2017.0,/games/boxart/full_4785496AmericaFrontccc.jpg
18450,Accel World: Kasoku no Chouten,accel-world-kasoku-no-chouten,0.0,0.02,0.0,0.0,0.07,0.0,2013.0,/games/boxart/full_5731114JapanFrontccc.jpg
18451,Pachinko Kaou: Misora Hibari,pachinko-kaou-misora-hibari,0.0,0.02,0.0,0.0,0.02,0.0,2007.0,/games/boxart/full_pachinko-hana-oh-misora-hibari_9JapanFront.jpg
18452,Poupee Girl DS,poupee-girl-ds,0.0,0.02,0.0,0.0,0.02,0.0,2009.0,/games/boxart/full_2319815JapanFrontccc.jpg
18453,Harukanaru Toki no Naka de 6: Gentou Rondo,harukanaru-toki-no-naka-de-6-gentou-rondo,0.0,0.02,0.0,0.0,0.02,0.0,2016.0,/games/boxart/full_7214618JapanFrontccc.jpg
18455,Choro Q,choro-q,0.0,0.02,0.01,0.01,0.0,0.0,2004.0,/games/boxart/571496ccc.jpg
18459,Narcissus: Moshimo Ashita ga Runara,narcissus-moshimo-ashita-ga-runara,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_narcissus-moshimo-ashita-ga-runara_1JapanFront.jpg
18460,Truck Racer,truck-racer,0.0,0.02,0.0,0.01,0.0,0.0,2009.0,/games/boxart/full_4864460PALFrontccc.jpg
18461,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,girl-friend-beta-kimi-to-sugosu-natsuyasumi,0.0,0.02,0.0,0.0,0.02,0.0,2015.0,/games/boxart/full_8405482JapanFrontccc.jpg
18462,Persona Dancing: Deluxe Twin Plus,persona-dancing-deluxe-twin-plus,0.0,0.02,0.0,0.0,0.02,0.0,2018.0,/games/boxart/full_7923226JapanFrontccc.jpg
18464,"Sharin no Kuni, Himawari no Shoujo"," himawari no shoujo""",0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_sharin-no-kuni-himawari-no-shoujo_625JapanFront.jpg
18465,Drone Tactics,drone-tactics,0.0,0.02,0.01,0.0,0.0,0.0,2008.0,/games/boxart/full_8682190AmericaFrontccc.jpg
18466,I Love Horses: Rider's Paradise,i-love-horses-riders-paradise,0.0,0.02,0.01,0.0,0.0,0.0,2010.0,/games/boxart/default.jpg
18467,Simple DS Series Vol. 42: The Haioku Byoutou,simple-ds-series-vol-42-the-haioku-byoutou,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_5950287JapanFrontccc.jpg
18468,So-Ra-No-Wo-To: Otome no Gojuusou,so-ra-no-wo-to-otome-no-gojuusou,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_1096619JapanFrontccc.jpg
18469,Technic Beat,technic-beat,0.0,0.02,0.01,0.01,0.0,0.0,2004.0,/games/boxart/full_1028477AmericaFrontccc.jpg
18470,Football Academy,football-academy,0.0,0.02,0.0,0.01,0.0,0.0,2009.0,/games/boxart/full_4942474PALFrontccc.jpg
18472,Football Manager 2007,football-manager-2007,0.0,0.02,0.0,0.01,0.0,0.0,2006.0,/games/boxart/full_2764219PALFrontccc.jpg
18473,Pioneer no Banshou,pioneer-no-banshou,0.0,0.02,0.0,0.0,0.02,0.0,2018.0,/games/boxart/full_5129229JapanFrontccc.jpg
18474,Hanayamata: Yosakoi Live,hanayamata-yosakoi-live,0.0,0.02,0.0,0.0,0.02,0.0,2014.0,/games/boxart/full_454082JapanFrontccc.jpg
18476,Yume Neko DS,yume-neko-ds,0.0,0.02,0.0,0.0,0.02,0.0,2008.0,/games/boxart/full_9087162JapanFrontccc.jpg
18479,Yoku's Island Express,yokus-island-express,0.0,0.02,0.11,0.0,0.0,0.0,2018.0,/games/boxart/full_5488897AmericaFrontccc.jpg
18480,Memories Off 6: Next Relation,memories-off-6-next-relation,0.0,0.02,0.0,0.0,0.12,0.0,2009.0,/games/boxart/full_3999591JapanFrontccc.jpg
18481,Scared Rider Xechs,scared-rider-xechs,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_scared-rider-xechs_2JapanFront.jpg
18482,Motorsport Manager (2017),motorsport-manager-2017,0.0,0.02,0.0,0.01,0.0,0.0,2017.0,/games/boxart/full_687719PALFrontccc.jpg
18483,Vitamin X: Detective B6,vitamin-x-detective-b6,0.0,0.02,0.0,0.0,0.02,0.0,2012.0,/games/boxart/default.jpg
18484,Misshitsu no Sacrifice,misshitsu-no-sacrifice,0.0,0.02,0.0,0.0,0.02,0.0,2010.0,/games/boxart/full_6438105JapanFrontccc.jpg
18485,Ouran Koukou Host Bu,ouran-koukou-host-bu,0.0,0.02,0.0,0.0,0.02,0.0,2007.0,/games/boxart/full_6948269JapanFrontccc.jpg
18486,Lotus Challenge,lotus-challenge,0.0,0.02,0.01,0.0,0.0,0.0,2004.0,/games/boxart/full_3477249AmericaFrontccc.jpg
18487,Grisaia no Kajitsu: Side Episode,grisaia-no-kajitsu-side-episode,0.0,0.02,0.0,0.0,0.02,0.0,2017.0,/games/boxart/full_5397059JapanFrontccc.jpg
18490,Chameleon: To Dye For!,chameleon-to-dye-for,0.0,0.01,0.01,0.0,0.0,0.0,2007.0,/games/boxart/3080425ccc.gif
18491,Dragon Zakura DS,dragon-zakura-ds,0.0,0.01,0.0,0.0,0.01,0.0,2007.0,/games/boxart/full_858226JapanFrontccc.jpg
18493,Sora no Otoshimono: DokiDoki Summer Vacation,sora-no-otoshimono-dokidoki-summer-vacation,0.0,0.01,0.0,0.0,0.01,0.0,2010.0,/games/boxart/full_4929405JapanFrontccc.jpg
18494,Blackthorne,blackthorne,0.0,0.01,0.01,0.0,0.0,0.0,2003.0,/games/boxart/6366634ccc.jpg
18495,DokuSui: DokiDoki Suikoden,dokusui-dokidoki-suikoden,0.0,0.01,0.0,0.0,0.01,0.0,2011.0,/games/boxart/full_dokusui-dokidoki-suikoden_726JapanFront.jpg
18496,Shinseiki Evangelion: Battle Orchestra Portable,shinseiki-evangelion-battle-orchestra-portable,0.0,0.01,0.0,0.0,0.01,0.0,2009.0,/games/boxart/full_292703JapanFrontccc.jpg
18498,Bomberman (jp sales),bomberman-jp-sales,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/728619ccc.jpg
18499,S.Y.K: Shinsetsu Saiyuuki,syk-shinsetsu-saiyuuki,0.0,0.01,0.0,0.0,0.01,0.0,2009.0,/games/boxart/full_7344199JapanFrontccc.jpg
18501,Black Cat,black-cat,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_2455328JapanFrontccc.jpg
18502,Fast Racing Neo,fast-racing-neo,0.0,0.01,0.0,0.01,0.0,0.0,2015.0,/games/boxart/full_378961PALFrontccc.jpg
18503,Evil Genius,evil-genius,0.0,0.01,0.0,0.01,0.0,0.0,2004.0,/games/boxart/9588415ccc.jpg
18504,Smart Kid's Mega Game Mix,smart-kids-mega-game-mix,0.0,0.01,0.01,0.0,0.0,0.0,2009.0,/games/boxart/full_947211AmericaFrontccc.jpg
18505,Space Invaders Revolution,space-invaders-revolution,0.0,0.01,0.01,0.0,0.0,0.0,2005.0,/games/boxart/2732142ccc.gif
18506,Wiffle Ball Advance,wiffle-ball-advance,0.0,0.01,0.01,0.0,0.0,0.0,2007.0,/games/boxart/3237610ccc.gif
18508,Impossible Creatures,impossible-creatures,0.0,0.01,0.0,0.01,0.0,0.0,2002.0,/games/boxart/full_8756738AmericaFrontccc.jpg
18509,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,red-stone-ds-akaki-ishi-ni-michibikareshi-monotachi,0.0,0.01,0.0,0.0,0.01,0.0,2011.0,/games/boxart/full_red-stone-ds-akaki-ishi-ni-michibikareshi-monotachi_800JapanFront.jpg
18511,Imperium Romanum,imperium-romanum,0.0,0.01,0.0,0.01,0.0,0.0,2008.0,/games/boxart/3790825ccc.jpg
18512,Wand of Fortune: Mirai e no Prologue Portable,wand-of-fortune-mirai-e-no-prologue-portable,0.0,0.01,0.0,0.0,0.01,0.0,2010.0,/games/boxart/full_wand-of-fortune-mirai-e-no-prologue-portable_605JapanFront.jpg
18513,Harukanaru Toki no Naka de Ultimate,harukanaru-toki-no-naka-de-ultimate,0.0,0.01,0.0,0.0,0.01,0.0,2018.0,/games/boxart/full_1328075JapanFrontccc.jpg
18514,Secret Game Portable,secret-game-portable,0.0,0.01,0.0,0.0,0.01,0.0,2010.0,/games/boxart/full_517108JapanFrontccc.jpg
18516,Kimi no Yuusha,kimi-no-yuusha,0.0,0.01,0.0,0.0,0.01,0.0,2008.0,/games/boxart/full_1374860JapanFrontccc.jpg
18518,Tom Clancy's Ghost Recon Advanced Warfighter (weekly JP sales),tom-clancys-ghost-recon-advanced-warfighter-weekly-jp-sales,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_160557AmericaFrontccc.jpg
18519,Nobunaga no Yabou Online: Houou no Shou,nobunaga-no-yabou-online-houou-no-shou,0.0,0.01,0.0,0.0,0.01,0.0,2012.0,/games/boxart/default.jpg
18520,Postman Pat: Special Delivery Service,postman-pat-special-delivery-service,0.0,0.01,0.0,0.01,0.0,0.0,2009.0,/games/boxart/full_9897361PALFrontccc.jpg
18521,Cosmetic Paradise: Make no Kiseki,cosmetic-paradise-make-no-kiseki,0.0,0.01,0.0,0.0,0.01,0.0,2008.0,/games/boxart/full_5315666JapanFrontccc.jpg
18522,Musynx,musynx,0.0,0.01,0.01,0.0,0.0,0.0,2018.0,/games/boxart/full_8076844AmericaFrontccc.jpg
18523,Nobunaga no Yabou DS,nobunaga-no-yabou-ds,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_7507138JapanFrontccc.jpg
18525,VOEZ,voez,0.0,0.01,0.01,0.0,0.01,0.0,2018.0,/games/boxart/full_7239816AmericaFrontccc.jpg
18526,Banner Saga Trilogy,banner-saga-trilogy,0.0,0.01,0.01,0.0,0.0,0.0,2018.0,/games/boxart/full_1714722AmericaFrontccc.jpg
18527,Command & Conquer 4: Tiberian Twilight,command-amp-conquer-4-tiberian-twilight,0.0,0.01,0.0,0.01,0.0,0.0,2010.0,/games/boxart/full_2403680AmericaFrontccc.jpg
18528,Wand of Fortune Portable,wand-of-fortune-portable,0.0,0.01,0.0,0.0,0.01,0.0,2010.0,/games/boxart/full_wand-of-fortune-portable_7JapanFront.jpg
18529,Kurogane Kaikitan,kurogane-kaikitan,0.0,0.01,0.0,0.0,0.01,0.0,2015.0,/games/boxart/full_7084205JapanFrontccc.jpg
18531,Hana Oboro: Sengoku Denranki,hana-oboro-sengoku-denranki,0.0,0.01,0.0,0.0,0.01,0.0,2017.0,/games/boxart/full_1120154JapanFrontccc.jpg
18533,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),rengoku-ii-the-stairway-to-heaven-jp-sales,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/9224205ccc.jpg
18534,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,simple-ds-series-vol-14-the-jidousha-kyoushuujo-ds,0.0,0.01,0.0,0.0,0.01,0.0,2007.0,/games/boxart/full_803545JapanFrontccc.jpg
18535,SBK09 Superbike World Championship,sbk09-superbike-world-championship,0.0,0.01,0.0,0.06,0.0,0.0,2009.0,/games/boxart/full_8211115PALFrontccc.jpg
18537,Himawari: Pebble in the Sky Portable,himawari-pebble-in-the-sky-portable,0.0,0.01,0.0,0.0,0.01,0.0,2010.0,/games/boxart/full_2049985JapanFrontccc.jpg
18539,Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,ikemen-sengoku-toki-o-kakeru-koi-aratanaru-deai,0.0,0.01,0.0,0.0,0.01,0.0,2018.0,/games/boxart/full_356796JapanFrontccc.jpg
18540,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,katekyoo-hitman-reborn-nerae-ring-x-bongole-returns,0.0,0.01,0.0,0.0,0.01,0.0,2008.0,/games/boxart/full_6871753JapanFrontccc.jpg
18541,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,kono-aozora-ni-yakusoku-o-tenohira-no-rakuen,0.0,0.01,0.0,0.0,0.01,0.0,2009.0,/games/boxart/full_8283685JapanFrontccc.jpg
18543,Shinobi Koutsutsu,shinobi-koutsutsu,0.0,0.01,0.0,0.0,0.01,0.0,2014.0,/games/boxart/default.jpg
18544,WinBack 2: Project Poseidon,winback-2-project-poseidon,0.0,0.01,0.01,0.01,0.0,0.0,2006.0,/games/boxart/7946863ccc.jpg
18546,La Corda d'Oro 3,la-corda-doro-3,0.0,0.01,0.0,0.0,0.01,0.0,2018.0,/games/boxart/full_6477290JapanFrontccc.jpg
18547,Kaitou Rousseau,kaitou-rousseau,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_6293396JapanFrontccc.jpg
18548,GunParade Orchestra: Ao no Shou,gunparade-orchestra-ao-no-shou,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_6876294JapanFrontccc.jpg
18549,Kenka Bancho Otome: Kanzenmuketsu no My Honey,kenka-bancho-otome-kanzenmuketsu-no-my-honey,0.0,0.01,0.0,0.0,0.01,0.0,2017.0,/games/boxart/full_3955823JapanFrontccc.jpg
18553,Legoland,legoland,0.0,0.01,0.0,0.01,0.0,0.0,1999.0,/games/boxart/full_6107030AmericaFrontccc.jpg
18557,Wizardry XTH: Unlimited Students,wizardry-xth-unlimited-students,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_9171266JapanFrontccc.jpg
18558,Diary Girl,diary-girl,0.0,0.01,0.01,0.0,0.0,0.0,2008.0,/games/boxart/6458869ccc.jpg
18559,Princess is Money Hungry,princess-is-money-hungry,0.0,0.01,0.0,0.0,0.01,0.0,2016.0,/games/boxart/full_5529137JapanFrontccc.jpg
18560,Instant Brain,instant-brain,0.0,0.01,0.0,0.0,0.01,0.0,2011.0,/games/boxart/full_instant-brain_496JapanFront.jpg
18561,Coronation Street: The Mystery of the Missing Hotpot Recipe,coronation-street-the-mystery-of-the-missing-hotpot-recipe,0.0,0.01,0.0,0.01,0.0,0.0,2011.0,/games/boxart/full_coronation-street-the-mystery-of-the-missing-hotpot-recipe_440PALFront.jpg
18562,Let It Die,let-it-die,0.0,0.01,0.0,0.01,0.01,0.0,2020.0,/games/boxart/full_7404278AmericaFrontccc.jpg
18564,Magic Encyclopedia: Moonlight,magic-encyclopedia-moonlight,0.0,0.01,0.0,0.01,0.0,0.0,2010.0,/games/boxart/full_magic-encyclopedia-moonlight_46PALFront.jpg
18565,Summer Lesson: Miyamoto Hikari Collection,summer-lesson-miyamoto-hikari-collection,0.0,0.01,0.0,0.0,0.01,0.0,2017.0,/games/boxart/full_1671397JapanFrontccc.jpg
18567,Rise of Flight: Iron Cross Edition,rise-of-flight-iron-cross-edition,0.0,0.01,0.01,0.0,0.0,0.0,2010.0,/games/boxart/full_rise-of-flight-iron-cross-edition_616AmericaFront.jpg
18568,Best Of Tests,best-of-tests,0.0,0.01,0.01,0.0,0.0,0.0,2008.0,/games/boxart/8857885ccc.jpg
18569,SoulLink Extension,soullink-extension,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_6436179JapanFrontccc.jpg
18570,Raven's Cry,ravens-cry,0.0,0.01,0.0,0.01,0.0,0.0,2015.0,/games/boxart/full_5090230AmericaFrontccc.jpg
18571,Samurai Shodown Anthology (JP sales),samurai-shodown-anthology-jp-sales,0.0,0.01,0.0,0.0,0.01,0.0,2009.0,/games/boxart/full_6094621AmericaFrontccc.jpg
18572,Winning Post 7 Maximum 2008,winning-post-7-maximum-2008,0.0,0.01,0.0,0.0,0.06,0.0,2008.0,/games/boxart/full_884639JapanFrontccc.jpg
18575,LifeSigns: Surgical Unit,lifesigns-surgical-unit,0.0,0.01,0.01,0.01,0.0,0.0,2007.0,/games/boxart/full_8314146AmericaFrontccc.jpg
18576,Alfa Romeo Racing Italiano,alfa-romeo-racing-italiano,0.0,0.01,0.01,0.01,0.0,0.0,2006.0,/games/boxart/full_3865707AmericaFrontccc.jpg
18577,Chaos;Head Dual,chaoshead-dual,0.0,0.01,0.0,0.0,0.01,0.0,2014.0,/games/boxart/full_3154460JapanFrontccc.jpg
18580,Guild Wars: Factions,guild-wars-factions,0.0,0.01,0.0,0.01,0.0,0.0,2006.0,/games/boxart/7459047ccc.jpg
18582,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,kaitou-joker-toki-o-koeru-kaitou-to-ushinawareta-houseki,0.0,0.01,0.0,0.0,0.01,0.0,2015.0,/games/boxart/full_5971452JapanFrontccc.jpg
18583,Super Robot Taisen XO,super-robot-taisen-xo,0.0,0.01,0.0,0.0,0.01,0.0,2006.0,/games/boxart/full_4344401JapanFrontccc.jpg
18584,Aquaman: Battle for Atlantis,aquaman-battle-for-atlantis,0.0,0.01,0.06,0.0,0.0,0.0,2003.0,/games/boxart/9053649ccc.jpg
18585,Little Witch Academia: Chamber of Time,little-witch-academia-chamber-of-time,0.0,0.01,0.0,0.0,0.01,0.0,2017.0,/games/boxart/full_6849178JapanFrontccc.png
