Rank,Name,basename,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
5048,Rock Band Country Track Pack,rock-band-country-track-pack,0.0,0.44,3.21,0.6,0.0,0.43,2009.0,/games/boxart/full_8727897AmericaFrontccc.jpg
5049,Transformers: Dark of the Moon - Autobots/Decepticons,transformers-dark-of-the-moon---autobots,0.0,0.44,0.32,0.08,0.0,0.04,2011.0,/games/boxart/default.jpg
5050,Yu-Gi-Oh! Capsule Monster Coliseum,yu-gi-oh-capsule-monster-coliseum,0.0,0.44,0.22,0.17,0.0,0.06,2004.0,/games/boxart/full_9401650AmericaFrontccc.jpg
5052,Major League Baseball 2K6,major-league-baseball-2k6,0.0,0.44,4.47,0.51,0.0,0.31,2006.0,/games/boxart/3356646ccc.jpg
5053,Jampack Volume 13 (RP-M),jampack-volume-13-rp-m,0.0,0.44,0.37,0.01,0.0,0.06,2005.0,/games/boxart/6035368ccc.jpg
5057,Teenage Mutant Ninja Turtles 2: Battle Nexus,teenage-mutant-ninja-turtles-2-battle-nexus,0.0,0.44,2.62,0.97,0.0,0.16,2004.0,/games/boxart/3720297ccc.jpg
5058,Ninja Gaiden 3,ninja-gaiden-3,0.0,0.44,0.99,0.34,0.26,0.15,2012.0,/games/boxart/full_1705819AmericaFrontccc.jpg
5059,The Thing,the-thing,0.0,0.44,0.97,0.37,0.0,0.11,2002.0,/games/boxart/5608586ccc.gif
5060,Shin Megami Tensei: Devil Survivor Overclocked,shin-megami-tensei-devil-survivor-overclocked,0.0,0.44,0.34,0.01,0.06,0.04,2011.0,/games/boxart/full_shin-megami-tensei-devil-survivor-overclocked_117AmericaFront.jpg
5061,Van Helsing,van-helsing,0.0,0.44,1.22,0.52,0.0,0.11,2004.0,/games/boxart/full_van-helsing_797AmericaFront.jpg
5063,Transformers: Fall of Cybertron,transformers-fall-of-cybertron,0.0,0.44,1.28,0.87,0.0,0.34,2012.0,/games/boxart/default.jpg
5065,Transformers: Revenge of the Fallen -- Autobots,transformers-revenge-of-the-fallen-autobots,0.0,0.44,0.26,0.14,0.0,0.04,2009.0,/games/boxart/full_3859457AmericaFrontccc.jpg
5067,Spawn: Armageddon,spawn-armageddon,0.0,0.44,1.12,0.42,0.0,0.11,2003.0,/games/boxart/7966794ccc.jpg
5069,The Godfather (US sales),the-godfather-us-sales,0.0,0.44,0.33,0.1,0.0,0.02,2006.0,/games/boxart/full_2973525AmericaFrontccc.jpg
5070,World Stadium EX,world-stadium-ex,0.0,0.44,0.0,0.0,0.41,0.03,1996.0,/games/boxart/full_7596606JapanFrontccc.jpg
5074,Sleeping Dogs: Definitive Edition,sleeping-dogs-definitive-edition,0.0,0.44,0.66,0.66,0.0,0.17,2014.0,/games/boxart/full_6913437AmericaFrontccc.jpg
5077,Densetsu no Stafi 2,densetsu-no-stafi-2,0.0,0.44,0.0,0.0,0.43,0.01,2003.0,/games/boxart/full_9850826JapanFrontccc.jpg
5078,Dance Dance Revolution: Hottest Party 3,dance-dance-revolution-hottest-party-3,0.0,0.44,0.26,0.14,0.0,0.04,2009.0,/games/boxart/full_1711965AmericaFrontccc.jpg
5079,Independence Day,independence-day,0.0,0.44,0.25,0.17,0.0,0.03,1997.0,/games/boxart/full_9527970AmericaFrontccc.jpg
5081,Hey! Pikmin,hey-pikmin,0.0,0.44,0.17,0.08,0.17,0.03,2017.0,/games/boxart/full_8207815AmericaFrontccc.jpg
5082,Chocobo Racing,chocobo-racing,0.0,0.44,0.07,0.05,0.3,0.03,1999.0,/games/boxart/6244495ccc.jpg
5084,Viking: Battle for Asgard,viking-battle-for-asgard,0.0,0.44,0.86,1.13,0.0,0.4,2008.0,/games/boxart/9796731ccc.jpg
5086,Dragon Quest Heroes: Rocket Slime,dragon-quest-heroes-rocket-slime,0.0,0.44,0.13,0.0,0.31,0.01,2006.0,/games/boxart/9660287ccc.jpg
5088,Gundam SEED: Federation vs. Z.A.F.T.,gundam-seed-federation-vs-zaft,0.0,0.44,0.0,0.0,0.44,0.0,2005.0,/games/boxart/full_3186950JapanFrontccc.jpg
5090,Family Fest Presents Circus Games,family-fest-presents-circus-games,0.0,0.44,0.1,0.29,0.0,0.05,2008.0,/games/boxart/full_4581826AmericaFrontccc.jpg
5093,Blood Omen: Legacy of Kain,blood-omen-legacy-of-kain,0.0,0.44,0.25,0.17,0.0,0.03,1996.0,/games/boxart/1028830ccc.jpg
5094,The Urbz: Sims in the City (all regions sales),the-urbz-sims-in-the-city-all-regions-sales,0.0,0.44,0.4,0.01,0.02,0.0,2004.0,/games/boxart/653ccc.jpg
5095,Super Bomberman 4,super-bomberman-4,0.0,0.44,0.0,0.0,0.44,0.0,1996.0,/games/boxart/full_8002209JapanFrontccc.jpg
5097,Star Fox: Zero,star-fox-zero,0.0,0.44,0.2,0.12,0.09,0.03,2016.0,/games/boxart/full_5796453AmericaFrontccc.jpg
5098,Bomberman II,bomberman-ii,0.0,0.44,0.16,0.03,0.15,0.1,1992.0,/games/boxart/full_3649866AmericaFrontccc.jpg
5099,Duke Nukem 64,duke-nukem-64,0.0,0.44,0.35,0.08,0.0,0.01,1997.0,/games/boxart/8367568ccc.jpg
5101,Ben 10 Alien Force: Vilgax Attacks,ben-10-alien-force-vilgax-attacks,0.0,0.44,3.1,2.5,0.0,1.64,2009.0,/games/boxart/full_9837846AmericaFrontccc.jpg
5102,Superbrothers: Sword & Sworcery EP,superbrothers-sword-amp-sworcery-ep,0.44,,0.0,0.0,0.0,0.0,2009.0,/games/boxart/full_9500911AmericaFrontccc.jpg
5104,Tetris Axis,tetris-axis,0.0,0.44,0.2,0.14,0.06,0.03,2011.0,/games/boxart/full_tetris-axis_485AmericaFront.jpg
5105,Story of Seasons,story-of-seasons,0.0,0.44,0.0,0.15,0.28,0.01,2015.0,/games/boxart/full_6057600AmericaFrontccc.jpg
5108,Super Robot Taisen OG: Original Generations,super-robot-taisen-og-original-generations,0.0,0.44,0.0,0.0,0.44,0.0,2007.0,/games/boxart/full_7726898JapanFrontccc.jpg
5109,Army Men World War: Final Front,army-men-world-war-final-front,0.0,0.44,0.24,0.17,0.0,0.03,2001.0,/games/boxart/full_6970114AmericaFrontccc.jpg
5110,Samurai Warriors 3,samurai-warriors-3,0.0,0.44,0.09,0.02,0.32,0.01,2010.0,/games/boxart/full_samurai-warriors-3_6AmericaFront.jpg
5111,Spider-Man: Shattered Dimensions,spider-man-shattered-dimensions,0.0,0.44,2.91,01.08,0.0,0.35,2010.0,/games/boxart/full_spider-man-shattered-dimensions_4AmericaFront.jpg
5112,Yu-Gi-Oh! 5D's Tag Force 4,yu-gi-oh-5ds-tag-force-4,0.0,0.44,0.19,0.07,0.12,0.05,2009.0,/games/boxart/full_8812178AmericaFrontccc.jpg
5113,Sid Meier's Civilization VI,sid-meiers-civilization-vi,0.0,0.44,0.72,0.84,0.05,0.13,2016.0,/games/boxart/full_7856488AmericaFrontccc.jpeg
5115,Puppy Luv: Spa and Resort,puppy-luv-spa-and-resort,0.0,0.44,0.4,0.0,0.0,0.03,2007.0,/games/boxart/9114934ccc.jpg
5116,Jikkyou Powerful Pro Yakyuu 9,jikkyou-powerful-pro-yakyuu-9,0.0,0.44,0.0,0.0,0.99,0.0,2002.0,/games/boxart/full_6133860JapanFrontccc.jpg
5117,Grind Session,grind-session,0.0,0.44,0.24,0.17,0.0,0.03,2000.0,/games/boxart/9109142ccc.jpg
5118,Naruto: Gekitou Ninja Taisen! 3,naruto-gekitou-ninja-taisen-3,0.0,0.44,0.0,0.0,0.43,0.01,2004.0,/games/boxart/full_9547871JapanFrontccc.jpg
5119,Wario World,wario-world,0.0,0.44,0.34,0.09,0.0,0.01,2003.0,/games/boxart/7393129ccc.jpg
5120,Thrillville: Off the Rails,thrillville-off-the-rails,0.0,0.44,2.63,0.97,0.0,0.38,2007.0,/games/boxart/3490384ccc.jpg
5124,Super Breakout,super-breakout,0.0,0.44,0.41,0.03,0.0,0.0,1978.0,/games/boxart/3927652ccc.jpg
5125,Eternal Sonata,eternal-sonata,0.0,0.44,1.14,0.32,0.47,0.15,2008.0,/games/boxart/full_5168648AmericaFrontccc.jpg
5126,ICEY,icey,0.44,,0.0,0.0,0.0,0.0,2008.0,/games/boxart/full_7468354AmericaFrontccc.jpg
5127,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,taiko-no-tatsujin-doki-shinkyoku-darake-no-haru-matsuri,0.0,0.44,0.0,0.0,0.44,0.0,2003.0,/games/boxart/full_4971795JapanFrontccc.jpg
5128,Hyperdimension Neptunia,hyperdimension-neptunia,0.0,0.44,0.22,0.1,0.07,0.04,2011.0,/games/boxart/full_hyperdimension-neptunia_903AmericaFront.jpg
5129,Food Network: Cook or Be Cooked,food-network-cook-or-be-cooked,0.0,0.44,0.41,0.0,0.0,0.03,2009.0,/games/boxart/full_5622294AmericaFrontccc.jpg
5130,Walk it Out!,walk-it-out,0.0,0.44,0.35,0.06,0.0,0.03,2010.0,/games/boxart/full_9367271AmericaFrontccc.jpg
5132,Robert Ludlum's The Bourne Conspiracy,robert-ludlums-the-bourne-conspiracy,0.0,0.44,1.16,0.83,0.0,0.34,2008.0,/games/boxart/2594505ccc.jpg
5133,Battlebots: Design & Destroy,battlebots-design-amp-destroy,0.0,0.44,0.31,0.12,0.0,0.01,2003.0,/games/boxart/full_454288AmericaFrontccc.jpg
5136,Eternal Darkness: Sanity's Requiem,eternal-darkness-sanitys-requiem,0.0,0.44,0.34,0.09,0.0,0.01,2002.0,/games/boxart/full_9317033AmericaFrontccc.jpg
5137,Karaoke Revolution,karaoke-revolution,0.0,0.44,2.34,01.06,0.0,0.34,2009.0,/games/boxart/full_3580586AmericaFrontccc.jpg
5139,Power Rangers: S.P.D.,power-rangers-spd,0.0,0.44,0.31,0.12,0.0,0.01,2005.0,/games/boxart/full_power-rangers-spd_308AmericaFront.jpg
5140,Jump Start Pet Rescue,jump-start-pet-rescue,0.0,0.44,0.41,0.0,0.0,0.03,2009.0,/games/boxart/full_4849719AmericaFrontccc.jpg
5141,Child of Eden,child-of-eden,0.0,0.44,0.73,0.62,0.0,0.24,2011.0,/games/boxart/full_child-of-eden_713AmericaFront.jpg
5142,Naruto: Ultimate Ninja 3 (US sales),naruto-ultimate-ninja-3-us-sales,0.0,0.44,0.36,0.01,0.0,0.06,2008.0,/games/boxart/full_1431882AmericaFrontccc.jpg
5144,Resistance: Burning Skies,resistance-burning-skies,0.0,0.44,0.18,0.16,0.02,0.08,2012.0,/games/boxart/full_7699023PALFrontccc.jpg
5145,SingStar Motown,singstar-motown,0.0,0.44,0.0,0.86,0.0,0.48,2009.0,/games/boxart/full_2705996PALFrontccc.jpg
5146,Naughty Bear,naughty-bear,0.0,0.44,1.23,0.93,0.0,0.27,2010.0,/games/boxart/full_naughty-bear_7AmericaFront.jpg
5148,Neon Genesis Evangelion,neon-genesis-evangelion,0.0,0.44,0.0,0.0,0.74,0.0,1996.0,/games/boxart/full_1951382JapanFrontccc.jpg
5149,Mobile Suit Gundam: One Year War,mobile-suit-gundam-one-year-war,0.0,0.44,0.0,0.0,0.44,0.0,2005.0,/games/boxart/full_7044595JapanFrontccc.jpg
5150,Tongari Boushi to Mahou no Otana,tongari-boushi-to-mahou-no-otana,0.0,0.44,0.0,0.0,0.44,0.0,2010.0,/games/boxart/full_tongari-boushi-to-mahou-no-otana_2JapanFront.jpg
5151,God Eater 2: Rage Burst,god-eater-2-rage-burst,1.2,0.44,0.0,0.1,0.93,0.01,2016.0,/games/boxart/full_7297001AmericaFrontccc.jpg
5152,NFL Blitz 20-03,nfl-blitz-20-03,0.0,0.44,1.31,0.47,0.0,0.11,2002.0,/games/boxart/3862211ccc.jpg
5156,Remington Great American Bird Hunt,remington-great-american-bird-hunt,0.0,0.44,0.41,0.0,0.0,0.03,2009.0,/games/boxart/full_9968348AmericaFrontccc.jpg
5158,Classic NES Series: Metroid,classic-nes-series-metroid,0.0,0.43,0.26,0.1,0.42,0.01,2004.0,/games/boxart/410758ccc.jpg
5159,Master of Illusion,master-of-illusion,0.0,0.43,0.16,0.0,0.26,0.01,2007.0,/games/boxart/full_7266770AmericaFrontccc.jpg
5160,Primal,primal,0.0,0.43,0.21,0.17,0.0,0.06,2003.0,/games/boxart/full_4894610AmericaFrontccc.jpg
5165,Trials Fusion,trials-fusion,0.0,0.43,0.73,0.88,0.01,0.17,2014.0,/games/boxart/full_3700700AmericaFrontccc.jpg
5166,Spec Ops: Covert Assault,spec-ops-covert-assault,0.0,0.43,0.24,0.16,0.0,0.03,2001.0,/games/boxart/7949979ccc.gif
5167,Nicktoons Unite!,nicktoons-unite,0.0,0.43,3.86,0.52,0.0,0.41,2005.0,/games/boxart/full_5937607AmericaFrontccc.jpg
5169,A Story About My Uncle,a-story-about-my-uncle,0.43,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_2247936AmericaFrontccc.jpg
5172,My Spanish Coach,my-spanish-coach,0.0,0.43,1.0,0.0,0.0,0.08,2007.0,/games/boxart/3952339ccc.jpg
5173,Terra Incognita ~ Chapter One: The Descendant,terra-incognita-chapter-one-the-descendant,0.43,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_2670795AmericaFrontccc.jpg
5174,NiGHTS into dreams...,nights-into-dreams,0.0,0.43,0.0,0.0,0.48,0.0,1996.0,/games/boxart/437262ccc.jpg
5175,Dragon Ball Z: Shin Budokai - Another Road,dragon-ball-z-shin-budokai-another-road,0.0,0.43,0.19,0.09,0.08,0.07,2007.0,/games/boxart/full_3993795AmericaFrontccc.jpg
5178,DanceStar Party,dancestar-party,0.0,0.43,0.0,0.34,0.0,0.09,2011.0,/games/boxart/full_dancestar-party_746PALFront.jpg
5179,Bionicle,bionicle,0.0,0.43,1.56,0.52,0.0,0.11,2003.0,/games/boxart/7327608ccc.jpg
5180,MLB 2002,mlb-2002,0.0,0.43,0.24,0.16,0.0,0.03,2001.0,/games/boxart/full_1863419AmericaFrontccc.jpg
5182,TimeSplitters,timesplitters,0.0,0.43,0.21,0.17,0.0,0.06,2000.0,/games/boxart/1612451ccc.jpg
5183,Barnstorming,barnstorming,0.0,0.43,0.4,0.02,0.0,0.0,1982.0,/games/boxart/2014737ccc.jpg
5184,InuYasha: The Secret of the Cursed Mask,inuyasha-the-secret-of-the-cursed-mask,0.0,0.43,0.21,0.17,0.0,0.06,2004.0,/games/boxart/full_108026AmericaFrontccc.jpg
5185,Barbie: Groom and Glam Pups,barbie-groom-and-glam-pups,0.0,0.43,1.15,0.24,0.0,0.14,2010.0,/games/boxart/full_barbie-groom-and-glam-pups_1AmericaFront.jpg
5186,The Powerpuff Girls: Him and Seek,the-powerpuff-girls-him-and-seek,0.0,0.43,0.31,0.11,0.0,0.01,2002.0,/games/boxart/full_1619265AmericaFrontccc.jpg
5187,Mega Man Zero 2,mega-man-zero-2,0.0,0.43,0.18,0.07,0.17,0.01,2003.0,/games/boxart/7017217ccc.jpg
5189,Wonder Project J: Kikai no Shonen Pino,wonder-project-j-kikai-no-shonen-pino,0.0,0.43,0.0,0.0,0.43,0.0,1994.0,/games/boxart/full_1761553JapanFrontccc.jpg
5190,Evoland,evoland,0.43,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_4700522AmericaFrontccc.jpg
5192,OkamiDen,okamiden,0.0,0.43,0.21,0.07,0.13,0.02,2011.0,/games/boxart/full_okamiden_117AmericaFront.jpg
5193,The Fairly Odd Parents: Game Boy Advance Video Volume 1,the-fairly-odd-parents-game-boy-advance-video-volume-1,0.0,0.43,0.31,0.11,0.0,0.01,2004.0,/games/boxart/8892642ccc.jpg
5195,TouchMaster 3,touchmaster-3,0.0,0.43,0.29,0.11,0.0,0.04,2009.0,/games/boxart/full_112355AmericaFrontccc.jpg
5196,Dora the Explorer: Dora Puppy,dora-the-explorer-dora-puppy,0.0,0.43,0.39,0.01,0.0,0.03,2009.0,/games/boxart/full_3804081AmericaFrontccc.jpg
5197,Alpha Protocol,alpha-protocol,0.0,0.43,1.34,0.97,0.0,0.32,2010.0,/games/boxart/full_9386928AmericaFrontccc.jpg
5199,Hunter: The Reckoning Wayward,hunter-the-reckoning-wayward,0.0,0.43,0.21,0.16,0.0,0.06,2003.0,/games/boxart/8438223ccc.jpg
5200,Mischief Makers,mischief-makers,0.0,0.43,0.25,0.06,0.07,0.06,1997.0,/games/boxart/7543644ccc.jpg
5201,WipEout 64,wipeout-64,0.0,0.43,0.28,0.14,0.0,0.01,1998.0,/games/boxart/full_9365360AmericaFrontccc.jpg
5202,"Barbie: Jet, Set & Style!"," set & style""",0.0,0.43,1.44,0.1,0.0,0.14,2011.0,/games/boxart/full_barbie-jet-set-amp-style_655AmericaFront.jpg
5203,Castlevania: Dawn of Sorrow,castlevania-dawn-of-sorrow,0.0,0.43,0.34,0.03,0.03,0.03,2005.0,/games/boxart/full_1516596AmericaFrontccc.jpg
5205,Petz Bunnyz,petz-bunnyz,0.0,0.43,0.39,0.01,0.0,0.03,2008.0,/games/boxart/9306692ccc.gif
5206,EyeToy: AntiGrav,eyetoy-antigrav,0.0,0.43,0.36,0.01,0.0,0.06,2004.0,/games/boxart/2058729ccc.jpg
5207,EverQuest Online Adventures,everquest-online-adventures,0.0,0.43,0.21,0.16,0.0,0.05,2003.0,/games/boxart/4229612ccc.jpg
5209,Asura's Wrath,asuras-wrath,0.0,0.43,01.05,0.42,0.11,0.15,2012.0,/games/boxart/full_asuras-wrath_264AmericaFront.jpg
5211,Cool Boarders,cool-boarders,0.0,0.43,0.1,0.07,0.24,0.03,1996.0,/games/boxart/5348577ccc.jpg
5212,NHL 19,nhl-19,0.0,0.43,1.56,0.09,0.0,0.23,2018.0,/games/boxart/full_8541607AmericaFrontccc.jpg
5213,Mobile Suit Gundam: Zeonic Front,mobile-suit-gundam-zeonic-front,0.0,0.43,0.09,0.07,0.25,0.02,2002.0,/games/boxart/6526050ccc.jpg
5214,Tales of the World: Radiant Mythology,tales-of-the-world-radiant-mythology,0.0,0.43,0.17,0.01,0.23,0.02,2007.0,/games/boxart/2470815ccc.jpg
5215,Atelier Totori: The Adventurer of Arland,atelier-totori-the-adventurer-of-arland,0.0,0.43,0.12,0.07,0.66,0.03,2011.0,/games/boxart/full_atelier-totori-the-adventurer-of-arland_685AmericaFront.jpg
5217,Dawn of Mana,dawn-of-mana,0.0,0.43,0.07,0.05,0.29,0.02,2007.0,/games/boxart/8345486ccc.jpg
5219,Petz: Horsez 2,petz-horsez-2,0.0,0.43,2.99,0.5,0.0,0.33,2007.0,/games/boxart/3263196ccc.gif
5225,Def Jam Icon,def-jam-icon,0.0,0.43,1.66,0.24,0.0,0.22,2007.0,/games/boxart/full_2843035AmericaFrontccc.jpg
5226,DLC Quest,dlc-quest,0.43,,0.0,0.0,0.0,0.0,2007.0,/games/boxart/full_4603170AmericaFrontccc.jpg
5228,NHL FaceOff 99,nhl-faceoff-99,0.0,0.43,0.24,0.16,0.0,0.03,1998.0,/games/boxart/full_4381466AmericaFrontccc.jpg
5229,SEGA Classics Collection,sega-classics-collection,0.0,0.43,0.21,0.16,0.0,0.05,2005.0,/games/boxart/559802ccc.gif
5231,Sin and Punishment: Star Successor,sin-and-punishment-star-successor,0.0,0.43,0.19,0.14,0.06,0.03,2010.0,/games/boxart/full_3864755AmericaFrontccc.jpg
5233,Naruto: Ninja Council 3,naruto-ninja-council-3,0.0,0.42,0.39,0.0,0.0,0.03,2007.0,/games/boxart/full_7961439AmericaFrontccc.jpg
5235,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,dai-2-ji-super-robot-taisen-z-hakai-hen,0.0,0.42,0.0,0.0,0.42,0.0,2011.0,/games/boxart/full_dai-2-ji-super-robot-taisen-z-hakai-hen_106JapanFront.jpg
5236,Neon Genesis Evangelion 2nd Impression,neon-genesis-evangelion-2nd-impression,0.0,0.42,0.0,0.0,0.42,0.0,1997.0,/games/boxart/full_5618368JapanFrontccc.jpg
5238,Hello Neighbor,hello-neighbor,0.0,0.42,1.52,1.41,0.0,0.44,2017.0,/games/boxart/full_3771758AmericaFrontccc.jpg
5239,Juiced: Eliminator,juiced-eliminator,0.0,0.42,0.11,0.2,0.0,0.12,2006.0,/games/boxart/full_7752222AmericaFrontccc.jpg
5240,The Legend of Spyro: The Eternal Night,the-legend-of-spyro-the-eternal-night,0.0,0.42,2.71,0.36,0.0,0.3,2007.0,/games/boxart/4650513ccc.jpg
5241,Mega Man Battle Network,mega-man-battle-network,0.0,0.42,0.14,0.05,0.22,0.01,2001.0,/games/boxart/7070567ccc.jpg
5243,25 To Life,25-to-life,0.0,0.42,0.95,0.21,0.0,0.11,2006.0,/games/boxart/full_9350957AmericaFrontccc.jpg
5244,NHL 2K6,nhl-2k6,0.0,0.42,1.46,0.41,0.0,0.15,2005.0,/games/boxart/3069832ccc.jpg
5245,Saints Row IV: Re-Elected,saints-row-iv-re-elected,0.0,0.42,0.8,0.63,0.03,0.16,2015.0,/games/boxart/full_3646542AmericaFrontccc.jpg
5249,Fossil Fighters: Frontier,fossil-fighters-frontier,0.0,0.42,0.13,0.04,0.23,0.02,2015.0,/games/boxart/full_4587814AmericaFrontccc.jpg
5250,Dog's Life,dogs-life,0.0,0.42,0.21,0.16,0.0,0.05,2004.0,/games/boxart/full_6853316AmericaFrontccc.jpg
5252,The X Files,the-x-files,0.0,0.42,0.24,0.16,0.0,0.03,1999.0,/games/boxart/full_4716011AmericaFrontccc.jpg
5253,Super Wagyan Land,super-wagyan-land,0.0,0.42,0.0,0.0,0.42,0.0,1991.0,/games/boxart/full_4785425JapanFrontccc.jpg
5254,Rascal,rascal,0.0,0.42,0.24,0.16,0.0,0.03,1998.0,/games/boxart/302675ccc.jpg
5256,Command & Conquer 3: Tiberium Wars,command-amp-conquer-3-tiberium-wars,0.0,0.42,0.35,0.34,0.0,0.08,2007.0,/games/boxart/3513609ccc.jpg
5257,Famicom Mini: Super Mario Bros. 2,famicom-mini-super-mario-bros-2,0.0,0.42,0.0,0.0,0.41,0.01,2004.0,/games/boxart/full_9171754JapanFrontccc.jpg
5258,Ragnarok Odyssey,ragnarok-odyssey,0.0,0.42,0.35,0.01,0.16,0.1,2012.0,/games/boxart/full_ragnarok-odyssey_55JapanFront.jpg
5259,TRON: Evolution,tron-evolution,0.0,0.42,2.82,0.65,0.0,0.3,2010.0,/games/boxart/full_tron-evolution_5AmericaFront.jpg
5260,Hellblade: Senua's Sacrifice,hellblade-senuas-sacrifice,0.42,,0.25,0.05,0.0,0.05,2017.0,/games/boxart/full_4996931AmericaFrontccc.jpg
5261,Colony Wars,colony-wars,0.0,0.42,0.24,0.16,0.0,0.03,1997.0,/games/boxart/full_6898695AmericaFrontccc.jpg
5262,All-Star Baseball 2004,all-star-baseball-2004,0.0,0.42,1.26,0.51,0.0,0.05,2003.0,/games/boxart/6132266ccc.jpg
5263,Big Strike Bowling,big-strike-bowling,0.0,0.42,0.23,0.16,0.0,0.03,2003.0,/games/boxart/8346473ccc.jpg
5266,Grandia,grandia,0.0,0.42,0.7,0.45,0.42,0.1,1997.0,/games/boxart/full_6645726JapanFrontccc.jpg
5268,Murder Miners,murder-miners,0.42,,0.0,0.0,0.0,0.0,2014.0,/games/boxart/full_6804405AmericaFrontccc.jpg
5269,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,yu-gi-oh-7-trials-to-glory-world-championship-tournament-2005,0.0,0.42,0.3,0.11,0.0,0.01,2005.0,/games/boxart/7442278ccc.jpg
5270,Hot Wheels World Race,hot-wheels-world-race,0.0,0.42,1.36,0.51,0.0,0.05,2003.0,/games/boxart/3809719ccc.jpg
5271,Avatar: The Last Airbender - The Burning Earth,avatar-the-last-airbender-the-burning-earth,0.0,0.42,3.46,0.21,0.0,0.35,2007.0,/games/boxart/3410149ccc.jpg
5273,Superman: Shadow of Apokolips,superman-shadow-of-apokolips,0.0,0.42,0.51,0.26,0.0,0.05,2002.0,/games/boxart/8718226ccc.jpg
5274,Just Dance: Summer Party,just-dance-summer-party,0.0,0.42,0.4,0.0,0.0,0.03,2011.0,/games/boxart/full_just-dance-summer-party_162AmericaFront.jpg
5275,Horsez,horsez,0.0,0.42,0.43,0.01,0.0,0.03,2006.0,/games/boxart/full_horsez_1AmericaFront.jpg
5276,NASCAR Kart Racing,nascar-kart-racing,0.0,0.42,0.39,0.0,0.0,0.03,2009.0,/games/boxart/full_6160350AmericaFrontccc.jpg
5277,American Chopper,american-chopper,0.0,0.42,0.9,0.16,0.0,0.11,2004.0,/games/boxart/full_5829109AmericaFrontccc.jpg
5278,Star Wars Trilogy: Apprentice of the Force,star-wars-trilogy-apprentice-of-the-force,0.0,0.42,0.3,0.11,0.0,0.01,2004.0,/games/boxart/410493ccc.png
5281,JGTC: All-Japan Grand Touring Car Championship,jgtc-all-japan-grand-touring-car-championship,0.0,0.42,0.23,0.16,0.0,0.03,1998.0,/games/boxart/full_3128326JapanFrontccc.jpg
5282,Arc the Lad III,arc-the-lad-iii,0.0,0.42,0.0,0.0,0.39,0.03,1999.0,/games/boxart/full_4707937JapanFrontccc.jpg
5285,Mobile Suit Gundam: Gundam vs. Gundam,mobile-suit-gundam-gundam-vs-gundam,0.0,0.42,0.0,0.0,0.42,0.0,2008.0,/games/boxart/full_200467JapanFrontccc.jpg
5287,SpongeBob's Truth or Square (US sales),spongebobs-truth-or-square-us-sales,0.0,0.42,5.52,0.05,0.0,0.0,2009.0,/games/boxart/full_6176668AmericaFrontccc.jpg
5289,Jikkyou Powerful Pro Yakyuu 11,jikkyou-powerful-pro-yakyuu-11,0.0,0.42,0.0,0.0,0.87,0.0,2004.0,/games/boxart/full_4387610JapanFrontccc.jpg
5290,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,the-adventures-of-jimmy-neutron-boy-genius-jet-fusion,0.0,0.42,1.91,0.71,0.0,0.1,2003.0,/games/boxart/5019037ccc.jpg
5291,Baldur's Gate II: Shadows of Amn,baldurs-gate-ii-shadows-of-amn,0.42,,0.0,0.0,0.0,0.0,2000.0,/games/boxart/9930254ccc.png
5292,Army Men: Sarge's Heroes 2,army-men-sarges-heroes-2,0.0,0.42,1.49,0.87,0.0,0.2,2000.0,/games/boxart/7887992ccc.jpg
5293,Dr. Mario 64,dr-mario-64,0.0,0.42,0.34,0.07,0.0,0.0,2001.0,/games/boxart/590036ccc.jpg
5294,Jikkyou Powerful Pro Yakyuu 6,jikkyou-powerful-pro-yakyuu-6,0.0,0.42,0.0,0.0,0.39,0.03,1999.0,/games/boxart/full_2638166JapanFrontccc.jpg
5296,Rush 2: Extreme Racing USA,rush-2-extreme-racing-usa,0.0,0.42,0.35,0.06,0.0,0.0,1998.0,/games/boxart/858356ccc.jpg
5299,Broken Age,broken-age,0.42,,0.0,0.0,0.0,0.0,2013.0,/games/boxart/full_5669269AmericaFrontccc.jpeg
5303,Dance Dance Revolution Ultramix 2,dance-dance-revolution-ultramix-2,0.0,0.42,0.32,0.09,0.0,0.02,2004.0,/games/boxart/full_4445742AmericaFrontccc.jpg
5305,Dishonored: Definitive Edition,dishonored-definitive-edition,0.0,0.42,0.77,0.46,0.02,0.16,2015.0,/games/boxart/full_969495AmericaFrontccc.jpg
5307,Mirror's Edge Catalyst,mirrors-edge-catalyst,0.0,0.42,0.73,0.79,0.03,0.21,2016.0,/games/boxart/full_2500104AmericaFrontccc.jpg
5309,Super Famista 4,super-famista-4,0.0,0.42,0.0,0.0,0.42,0.0,1995.0,/games/boxart/full_8678304JapanFrontccc.jpg
5310,The Fairly Odd Parents: Game Boy Advance Video Volume 2,the-fairly-odd-parents-game-boy-advance-video-volume-2,0.0,0.42,0.3,0.11,0.0,0.01,2004.0,/games/boxart/3136105ccc.jpg
