Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
4281,Gauntlet Legends,gauntlet-legends,Action,T,N64,Midway Games,Atari Games,,6.0,,,0.54,0.43,0.1,,0.01,1999.0,,http://www.vgchartz.com/game/5148/gauntlet-legends/?region=All,1,,/games/boxart/3097767ccc.jpg
4282,Kidou Senshi Gundam: Extreme VS,kidou-senshi-gundam-extreme-vs,Fighting,,PS3,Bandai,Bandai Namco Games,,,,,0.54,,,0.54,,2011.0,,http://www.vgchartz.com/game/70220/kidou-senshi-gundam-extreme-vs/?region=All,1,,/games/boxart/default.jpg
4283,Bust A Groove,bust-a-groove,Misc,E,PS,989 Studios,Metro,,7.7,,,0.54,0.09,0.06,0.35,0.04,1998.0,,http://www.vgchartz.com/game/2963/bust-a-groove/?region=All,1,,/games/boxart/full_8174144AmericaFrontccc.jpg
4284,Fire Emblem: Path of Radiance,fire-emblem-path-of-radiance,Role-Playing,T,GC,Nintendo,Intelligent Systems,,8.6,,,0.54,0.29,0.08,0.16,0.01,2005.0,,http://www.vgchartz.com/game/771/fire-emblem-path-of-radiance/?region=All,1,,/games/boxart/full_9977736AmericaFrontccc.jpg
4285,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,dragon-quest-characters-torneko-no-daibouken-3-fushigi-no-dungeon,Role-Playing,,PS2,Enix,ChunSoft,,,,,0.54,,,0.54,,2002.0,,http://www.vgchartz.com/game/4617/dragon-quest-characters-torneko-no-daibouken-3-fushigi-no-dungeon/?region=All,1,,/games/boxart/full_5534557JapanFrontccc.jpg
4286,Pachi-Slot Aruze Oukoku 2,pachi-slot-aruze-oukoku-2,Misc,,PS,Aruze Corp,Aruze Corp,,,,,0.54,,,0.5,0.04,1999.0,,http://www.vgchartz.com/game/3978/pachi-slot-aruze-oukoku-2/?region=All,1,,/games/boxart/full_3947155JapanFrontccc.jpg
4287,Monster High: Ghoul Spirit,monster-high-ghoul-spirit,Adventure,E,Wii,THQ,THQ,,,,,0.54,0.42,0.08,,0.04,2011.0,,http://www.vgchartz.com/game/53352/monster-high-ghoul-spirit/?region=All,1,,/games/boxart/full_monster-high-ghoul-spirit_886AmericaFront.jpg
4288,METRO 2033,metro-2033,Shooter,M,X360,THQ,4a-games,,7.4,,,0.54,0.22,0.23,0.03,0.05,2010.0,,http://www.vgchartz.com/game/40226/metro-2033/?region=All,1,7.7,/games/boxart/full_5949028AmericaFrontccc.jpg
4289,Mario Tennis Ultra Smash,mario-tennis-ultra-smash,Sports,E,WiiU,Nintendo,Camelot Software Planning,,6.1,,,0.54,0.16,0.2,0.15,0.03,2015.0,21st Mar 18,http://www.vgchartz.com/game/85768/mario-tennis-ultra-smash/?region=All,1,,/games/boxart/full_4026329AmericaFrontccc.jpg
4290,Petz Nursery,petz-nursery,Simulation,E,DS,Ubisoft,Ubi Nagoya,,,,,0.54,0.5,0.0,,0.04,2009.0,,http://www.vgchartz.com/game/40837/petz-nursery/?region=All,1,,/games/boxart/full_5446390AmericaFrontccc.jpg
