Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
1764,Adventure,adventure,Adventure,,2600,Atari,Atari,,,,,1.3,1.21,0.08,,0.01,1978.0,,http://www.vgchartz.com/game/19959/adventure/?region=All,1,,/games/boxart/2255610ccc.jpg
1765,Yu-Gi-Oh! The Sacred Cards,yu-gi-oh-the-sacred-cards,Role-Playing,E,GBA,Konami,Konami,,,,,1.3,0.94,0.35,,0.02,2003.0,,http://www.vgchartz.com/game/15124/yu-gi-oh-the-sacred-cards/?region=All,1,,/games/boxart/full_9154694AmericaFrontccc.jpg
1766,NBA Live 07,nba-live-07,Sports,E,PS2,EA Sports,EA Canada,,6.3,,,1.3,01.07,0.04,0.02,0.17,2006.0,,http://www.vgchartz.com/game/3900/nba-live-07/?region=All,1,,/games/boxart/full_4280869AmericaFrontccc.jpg
1767,SingStar '80s,singstar-80s,Misc,T,PS2,Sony Computer Entertainment,SCEE London Studio,,,,,1.3,0.27,0.02,,01.02,2007.0,03rd Dec 18,http://www.vgchartz.com/game/7497/singstar-80s/?region=All,1,,/games/boxart/full_7824862AmericaFrontccc.jpg
1768,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,PSP,Warner Bros. Interactive,Traveller's Tales,,7.9,,,1.3,0.57,0.46,,0.27,2008.0,,http://www.vgchartz.com/game/19097/lego-batman-the-videogame/?region=All,1,7.1,/games/boxart/full_517828AmericaFrontccc.jpg
1769,Devil May Cry 3: Dante's Awakening,devil-may-cry-3-dantes-awakening,Action,M,PS2,Capcom,Capcom,,8.6,,1.3,,,,,,2005.0,,http://www.vgchartz.com/game/516/devil-may-cry-3-dantes-awakening/?region=All,1,,/games/boxart/full_289274AmericaFrontccc.jpg
1770,Dragon Quest IV: Michibikareshi Monotachi,dragon-quest-iv-michibikareshi-monotachi,Role-Playing,,PS,Enix,Heart Beat,,,,1.3,,,,,,2001.0,,http://www.vgchartz.com/game/3139/dragon-quest-iv-michibikareshi-monotachi/?region=All,1,,/games/boxart/full_9502352JapanFrontccc.jpg
1771,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,PS3,Square Enix,Square Enix,,,,1.3,,,,,,2014.0,22nd Mar 19,http://www.vgchartz.com/game/78197/final-fantasy-x-x-2-hd-remaster/?region=All,1,,/games/boxart/full_223481AmericaFrontccc.jpg
1772,Final Fantasy: Crystal Chronicles,final-fantasy-crystal-chronicles,Role-Playing,T,GC,Nintendo,Square Enix,,7.7,7.5,1.3,,,,,,2004.0,,http://www.vgchartz.com/game/766/final-fantasy-crystal-chronicles/?region=All,1,,/games/boxart/full_8174480AmericaFrontccc.jpg
1773,Kingdom Hearts 3D: Dream Drop Distance,kingdom-hearts-3d-dream-drop-distance,Role-Playing,E10,3DS,Square Enix,Square Enix,,7.5,,1.3,,,,,,2012.0,05th Jan 18,http://www.vgchartz.com/game/45690/kingdom-hearts-3d-dream-drop-distance/?region=All,1,,/games/boxart/full_kingdom-hearts-3d-dream-drop-distance_584JapanFront.jpg
1774,Monster Hunter Freedom,monster-hunter-freedom,Role-Playing,T,PSP,Capcom,Capcom,,7.0,,1.3,,,,,,2006.0,,http://www.vgchartz.com/game/3836/monster-hunter-freedom/?region=All,1,,/games/boxart/full_4612841AmericaFrontccc.jpg
1775,Resident Evil: The Umbrella Chronicles,resident-evil-the-umbrella-chronicles,Shooter,M,Wii,Capcom,Cavia Inc.,,7.5,8.0,1.3,,,,,,2007.0,,http://www.vgchartz.com/game/6971/resident-evil-the-umbrella-chronicles/?region=All,1,7.0,/games/boxart/full_358108AmericaFrontccc.jpg
1776,Romancing SaGa 3,romancing-saga-3,Role-Playing,,SNES,Square,SquareSoft,,,,1.3,,,,,,1995.0,,http://www.vgchartz.com/game/4196/romancing-saga-3/?region=All,1,,/games/boxart/full_8806439JapanFrontccc.jpg
1777,SaGa Frontier,saga-frontier,Role-Playing,T,PS,Sony Computer Entertainment,SquareSoft,,8.0,,1.3,,,,,,1998.0,,http://www.vgchartz.com/game/1961/saga-frontier/?region=All,1,,/games/boxart/3546314ccc.jpg
1778,Super Street Fighter IV: 3D Edition,super-street-fighter-iv-3d-edition,Fighting,T,3DS,Capcom,Capcom,,8.5,,1.3,,,,,,2011.0,,http://www.vgchartz.com/game/45688/super-street-fighter-iv-3d-edition/?region=All,1,,/games/boxart/full_super-street-fighter-iv-3d-edition_316AmericaFront.jpg
1779,Test Drive 5,test-drive-5,Racing,E,PS,Accolade,Pitbull Syndicate,,,,,1.3,01.05,0.2,,0.05,1998.0,,http://www.vgchartz.com/game/2361/test-drive-5/?region=All,1,,/games/boxart/4811592ccc.jpg
1780,Xenogears,xenogears,Role-Playing,T,PS,Square,SquareSoft,,7.8,,1.3,,,,,,1998.0,,http://www.vgchartz.com/game/2769/xenogears/?region=All,1,,/games/boxart/full_4631524AmericaFrontccc.jpg
1781,Assassin's Creed: Rogue,assassins-creed-rogue,Action,M,PS3,Ubisoft,Ubisoft Sofia,,,,,1.3,0.46,0.57,0.07,0.2,2014.0,14th Jan 18,http://www.vgchartz.com/game/84000/assassins-creed-rogue/?region=All,1,,/games/boxart/full_9105098AmericaFrontccc.jpg
1782,The Escapists,the-escapists,Action,,PC,Team17 Software,Mouldy Toof Studios,,,,1.3,,,,,,2014.0,,http://www.vgchartz.com/game/84135/the-escapists/?region=All,1,,/games/boxart/full_7853410PALFrontccc.jpg
1783,Digimon World,digimon-world,Role-Playing,T,PS,Bandai,Bandai,,,,,1.3,0.56,0.38,0.28,0.08,2000.0,,http://www.vgchartz.com/game/522/digimon-world/?region=All,1,,/games/boxart/full_8928484AmericaFrontccc.jpg
1784,Scribblenauts: Unlimited,scribblenauts-unlimited,Puzzle,,PC,Warner Bros. Interactive Entertainment,5TH Cell,,8.8,,1.3,,,,,,2012.0,31st Dec 17,http://www.vgchartz.com/game/220263/scribblenauts-unlimited/?region=All,1,,/games/boxart/full_8531786AmericaFrontccc.jpg
1785,High School Musical 3: Senior Year DANCE!,high-school-musical-3-senior-year-dance,Misc,E,Wii,Disney Interactive Studios,Page 44 Studios,,,,,1.29,0.67,0.49,0.0,0.13,2008.0,,http://www.vgchartz.com/game/25849/high-school-musical-3-senior-year-dance/?region=All,1,,/games/boxart/full_9752176AmericaFrontccc.jpg
1786,The Last Guardian,the-last-guardian,Action-Adventure,T,PS4,Sony Interactive Entertainment,SIE Japan Studio,,7.9,,,1.29,0.4,0.58,0.13,0.19,2016.0,04th Apr 18,http://www.vgchartz.com/game/85727/the-last-guardian/?region=All,1,,/games/boxart/full_6724026AmericaFrontccc.jpg
1787,Deal or No Deal,deal-or-no-deal,Misc,E,Wii,Zoo Games,Black Lantern Studios,,,,,1.29,1.2,,,0.09,2009.0,,http://www.vgchartz.com/game/24691/deal-or-no-deal/?region=All,1,,/games/boxart/full_1240824AmericaFrontccc.jpg
1788,Mega Man Battle Network 3 Blue / White Version,mega-man-battle-network-3-blue,Role-Playing,E,GBA,Capcom,Capcom,,,,,1.29,0.39,0.02,0.85,0.03,2003.0,,http://www.vgchartz.com/game/6340/mega-man-battle-network-3-blue-white-version/?region=All,1,,/games/boxart/full_4496423AmericaFrontccc.jpg
1789,Watch Dogs,watch-dogs,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,,,,,1.29,0.73,0.44,0.01,0.11,2014.0,15th Mar 18,http://www.vgchartz.com/game/70776/watch-dogs/?region=All,1,,/games/boxart/full_4268058AmericaFrontccc.jpeg
1790,Dark Souls II,dark-souls-ii,Role-Playing,T,PS3,Namco Bandai Games,From Software,,,,,1.29,0.38,0.35,0.41,0.15,2015.0,23rd Apr 18,http://www.vgchartz.com/game/72895/dark-souls-ii/?region=All,1,,/games/boxart/full_5429372AmericaFrontccc.jpg
1791,Pirates of the Caribbean: The Curse of the Black Pearl,pirates-of-the-caribbean-the-curse-of-the-black-pearl,Platform,E,GBA,TDK Mediactive,Pocket Studios,,,,,1.29,0.93,0.34,,0.02,2003.0,,http://www.vgchartz.com/game/14960/pirates-of-the-caribbean-the-curse-of-the-black-pearl/?region=All,1,,/games/boxart/full_4959111AmericaFrontccc.jpg
1792,WWE 2K16,wwe-2k16,Sports,T,PS4,Take-Two Interactive,Yuke's,,,,,1.29,0.43,0.65,,0.21,2015.0,11th Apr 18,http://www.vgchartz.com/game/85561/wwe-2k16/?region=All,1,,/games/boxart/full_2270992AmericaFrontccc.png
1793,Transformers,transformers,Shooter,T,PS2,Atari,Melbourne House,,7.8,,,1.29,0.63,0.49,,0.16,2004.0,,http://www.vgchartz.com/game/2520/transformers/?region=All,1,,/games/boxart/7718266ccc.jpg
1794,BioShock,bioshock,Shooter,M,PC,2K Games,2K Australia / 2K Boston,,9.6,,1.29,,,,,,2007.0,20th Jul 18,http://www.vgchartz.com/game/7217/bioshock/?region=All,1,,/games/boxart/7678369ccc.jpg
1795,EA Playground,ea-playground,Sports,E,Wii,Electronic Arts,EA Canada,,,,,1.29,0.68,0.47,,0.13,2007.0,,http://www.vgchartz.com/game/12349/ea-playground/?region=All,1,,/games/boxart/5879785ccc.jpg
1796,LEGO Battles,lego-battles,Strategy,E,DS,Warner Bros. Interactive,Hellbent Games,,,,,1.29,0.79,0.38,,0.12,2009.0,,http://www.vgchartz.com/game/31346/lego-battles/?region=All,1,,/games/boxart/full_5937797AmericaFrontccc.jpg
1797,Gold's Gym: Cardio Workout,golds-gym-cardio-workout,Sports,E,Wii,Ubisoft,Rocket Company,,,,,1.29,1.1,0.04,0.06,0.09,2009.0,,http://www.vgchartz.com/game/28493/golds-gym-cardio-workout/?region=All,1,,/games/boxart/full_3915280AmericaFrontccc.jpg
1798,Midnight Club 3: DUB Edition (America weekly sales),midnight-club-3-dub-edition-america-weekly-sales,Racing,E10,PS2,Rockstar Games,Rockstar San Diego,,,,,1.29,1.22,0.05,,0.01,2005.0,,http://www.vgchartz.com/game/5351/midnight-club-3-dub-edition-america-weekly-sales/?region=All,1,,/games/boxart/full_7496078AmericaFrontccc.jpg
1799,Borderlands: The Handsome Collection,borderlands-the-handsome-collection,Shooter,,PS4,2K Games,Gearbox Software,,,,,1.28,0.69,0.34,0.03,0.22,2015.0,,http://www.vgchartz.com/game/85113/borderlands-the-handsome-collection/?region=All,1,,/games/boxart/full_6684256AmericaFrontccc.jpg
1800,Champions of Norrath,champions-of-norrath,Role-Playing,T,PS2,Sony Online Entertainment,Snowblind Studios,,8.5,,,1.28,0.63,0.49,,0.16,2004.0,,http://www.vgchartz.com/game/335/champions-of-norrath/?region=All,1,,/games/boxart/4804056ccc.jpg
1801,Project CARS,project-cars,Racing,E,PS4,Bandai Namco Games,Slightly Mad Studios,,,,,1.28,0.29,0.76,0.04,0.19,2015.0,05th Jan 18,http://www.vgchartz.com/game/78627/project-cars/?region=All,1,,/games/boxart/full_8741098AmericaFrontccc.jpeg
1802,Yakuman,yakuman,Misc,,GB,Nintendo,Intelligent Systems,,,,1.28,,,,,,1989.0,,http://www.vgchartz.com/game/6538/yakuman/?region=All,1,,/games/boxart/full_yakuman_646JapanFront.jpg
1803,Imagine: Wedding Designer,imagine-wedding-designer,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,,,,,1.28,0.55,0.59,,0.14,2008.0,17th Sep 18,http://www.vgchartz.com/game/25966/imagine-wedding-designer/?region=All,1,,/games/boxart/full_1218779AmericaFrontccc.jpg
1804,Need for Speed Carbon,need-for-speed-carbon,Racing,E10,Wii,Electronic Arts,EA Black Box,,6.4,,,1.28,0.45,0.66,0.02,0.15,2006.0,,http://www.vgchartz.com/game/3907/need-for-speed-carbon/?region=All,1,,/games/boxart/5612444ccc.jpg
1805,Army Men 3D,army-men-3d,Action,T,PS,3DO,3DO,,,,,1.28,1.1,0.14,,0.04,1999.0,,http://www.vgchartz.com/game/109/army-men-3d/?region=All,1,,/games/boxart/1435179ccc.jpg
1806,Injustice: Gods Among Us,injustice-gods-among-us,Fighting,T,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,1.28,0.5,0.56,0.01,0.21,2013.0,22nd Apr 18,http://www.vgchartz.com/game/71002/injustice-gods-among-us/?region=All,1,,/games/boxart/full_9002745AmericaFrontccc.jpg
1807,Twisted Metal 4,twisted-metal-4,Racing,T,PS,989 Studios,989 Studios,,6.7,,,1.28,01.07,0.16,,0.04,1999.0,,http://www.vgchartz.com/game/2551/twisted-metal-4/?region=All,1,,/games/boxart/9375417ccc.jpg
1808,Manhunt,manhunt,Action,M,PS2,Rockstar Games,Rockstar North,,8.0,,,1.28,0.63,0.49,,0.16,2003.0,,http://www.vgchartz.com/game/5318/manhunt/?region=All,1,,/games/boxart/full_9250565AmericaFrontccc.jpg
1809,Fez,fez,Platform,,PC,Trapdoor,Polytron Corporation,,,,1.28,,,,,,2013.0,,http://www.vgchartz.com/game/33053/fez/?region=All,1,,/games/boxart/full_7892242PALFrontccc.png
1810,Pillars of Eternity,pillars-of-eternity,Role-Playing,M,PC,Paradox Interactive,Obsidian Entertainment,,,,1.28,,,,,,2015.0,06th Feb 18,http://www.vgchartz.com/game/220154/pillars-of-eternity/?region=All,1,,/games/boxart/full_7920457AmericaFrontccc.jpg
1811,Silent Hill 2,silent-hill-2,Action,M,PS2,Konami,KCET,,,,,1.28,0.62,0.49,,0.16,2001.0,,http://www.vgchartz.com/game/12685/silent-hill-2/?region=All,1,,/games/boxart/full_6427294AmericaFrontccc.jpg
1812,Guitar Hero: Aerosmith,guitar-hero-aerosmith,Misc,T,Wii,Activision,Vicarious Visions,,,,,1.27,01.03,0.14,,0.1,2008.0,,http://www.vgchartz.com/game/16428/guitar-hero-aerosmith/?region=All,1,,/games/boxart/6765109ccc.jpg
1813,The Sims 2: Nightlife,the-sims-2-nightlife,Simulation,T,PC,Electronic Arts,Maxis,,7.5,,,1.27,1.22,0.05,,,2005.0,,http://www.vgchartz.com/game/6480/the-sims-2-nightlife/?region=All,1,,/games/boxart/full_the-sims-2-nightlife_255AmericaFront.jpg
1814,Castlevania: Symphony of the Night,castlevania-symphony-of-the-night,Platform,T,PS,Konami,Konami Computer Entertainment Tokyo,,9.3,9.0,,1.27,0.58,0.4,0.21,0.08,1997.0,,http://www.vgchartz.com/game/327/castlevania-symphony-of-the-night/?region=All,1,,/games/boxart/full_5107716AmericaFrontccc.jpg
1815,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,PS2,Warner Bros. Interactive,Traveller's Tales,,7.6,,,1.27,0.72,0.03,,0.52,2008.0,,http://www.vgchartz.com/game/19096/lego-batman-the-videogame/?region=All,1,7.5,/games/boxart/full_3585578AmericaFrontccc.jpg
1816,Road Rash,road-rash,Racing,T,PS,Electronic Arts,Advanced Technology Group,,,,,1.27,0.71,0.48,,0.08,1995.0,,http://www.vgchartz.com/game/1911/road-rash/?region=All,1,,/games/boxart/full_1102838AmericaFrontccc.jpg
1817,Atlantis,atlantis,Shooter,,2600,Imagic,Imagic,,,,,1.27,1.18,0.08,,0.01,1982.0,,http://www.vgchartz.com/game/20153/atlantis/?region=All,1,,/games/boxart/6960955ccc.jpg
1818,NBA 2K9,nba-2k9,Sports,E,X360,2K Sports,Visual Concepts,,8.3,,,1.27,1.0,0.16,,0.11,2008.0,,http://www.vgchartz.com/game/24995/nba-2k9/?region=All,1,,/games/boxart/full_4579541AmericaFrontccc.jpg
1819,WWE '12,wwe-12,Fighting,T,X360,THQ,"Yuke's Co., Ltd.",,7.5,,,1.27,0.74,0.4,0.0,0.12,2011.0,29th Jan 19,http://www.vgchartz.com/game/51582/wwe-12/?region=All,1,,/games/boxart/full_wwe-12_98AmericaFront.jpg
1820,Tony Hawk's Underground,tony-hawks-underground,Sports,T,XB,Activision,Neversoft Entertainment,,,,,1.27,0.85,0.37,,0.05,2003.0,,http://www.vgchartz.com/game/6514/tony-hawks-underground/?region=All,1,,/games/boxart/5249232ccc.jpg
1821,Hogan's Alley,hogans-alley,Shooter,,NES,Nintendo,Intelligent Systems,,,,1.27,,,,,,1985.0,,http://www.vgchartz.com/game/6297/hogans-alley/?region=All,1,,/games/boxart/5567937ccc.jpg
1822,Mario Golf: Toadstool Tour,mario-golf-toadstool-tour,Sports,E,GC,Nintendo,Camelot Software Planning,,8.1,,1.27,,,,,,2003.0,,http://www.vgchartz.com/game/1251/mario-golf-toadstool-tour/?region=All,1,,/games/boxart/8914435ccc.jpg
1823,WWE '13,wwe-13,Misc,,X360,THQ,Unknown,,,,,1.27,0.72,0.44,,0.11,2012.0,,http://www.vgchartz.com/game/70836/wwe-13/?region=All,1,,/games/boxart/full_916454AmericaFrontccc.jpg
1824,Jillian Michaels' Fitness Ultimatum 2009,jillian-michaels-fitness-ultimatum-2009,Sports,E,Wii,Majesco,3G Studios,,,,,1.27,0.96,0.2,,0.11,2008.0,,http://www.vgchartz.com/game/25896/jillian-michaels-fitness-ultimatum-2009/?region=All,1,,/games/boxart/full_5103900AmericaFrontccc.jpg
1825,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,XOne,Activision,Bungie,,,,,1.27,0.91,0.23,,0.12,2015.0,20th Apr 18,http://www.vgchartz.com/game/85935/destiny-the-taken-king/?region=All,1,,/games/boxart/full_3592943AmericaFrontccc.jpg
1826,.hack//Infection Part 1,.hack,Role-Playing,T,PS2,Bandai,CyberConnect2,,7.7,,,1.27,0.49,0.38,0.26,0.13,2003.0,,http://www.vgchartz.com/game/2/hackinfection-part-1/?region=All,1,,/games/boxart/9492661ccc.jpg
1827,EA Sports Active 2,ea-sports-active-2,Sports,E,Wii,Electronic Arts,EA Vancouver,,8.0,,,1.27,0.76,0.4,,0.11,2010.0,,http://www.vgchartz.com/game/45637/ea-sports-active-2/?region=All,1,,/games/boxart/full_ea-sports-active-2_8AmericaFront.jpg
1828,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,PS3,Electronic Arts,Ghost Games,,,,,1.27,0.33,0.69,0.05,0.19,2013.0,16th Jan 18,http://www.vgchartz.com/game/72239/need-for-speed-rivals/?region=All,1,,/games/boxart/full_9394937AmericaFrontccc.jpg
1829,Dark Souls II,dark-souls-ii,Role-Playing,,PC,Namco Bandai Games,From Software,,,,1.27,,,,,,2014.0,23rd Apr 18,http://www.vgchartz.com/game/73249/dark-souls-ii/?region=All,1,,/games/boxart/full_9221711PALFrontccc.jpg
1830,Jet Li: Rise to Honor,jet-li-rise-to-honor,Action,T,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,,,1.27,0.62,0.48,,0.16,2004.0,,http://www.vgchartz.com/game/1074/jet-li-rise-to-honor/?region=All,1,,/games/boxart/full_344406AmericaFrontccc.jpg
1831,Battle Arena Toshinden,battle-arena-toshinden,Fighting,T,PS,Sony Computer Entertainment,Tamsoft,,,,,1.27,0.39,0.26,0.53,0.08,1995.0,,http://www.vgchartz.com/game/2885/battle-arena-toshinden/?region=All,1,,/games/boxart/full_3519112AmericaFrontccc.jpg
1832,Rockstar Games presents Table Tennis,rockstar-games-presents-table-tennis,Sports,E,Wii,Rockstar Games,Rockstar San Diego,,6.8,,,1.26,0.39,0.73,,0.15,2007.0,,http://www.vgchartz.com/game/12294/rockstar-games-presents-table-tennis/?region=All,1,,/games/boxart/494012ccc.jpg
1833,Devil Dice,devil-dice,Puzzle,E,PS,THQ,Shift,,,,,1.26,0.05,0.03,1.1,0.08,1998.0,,http://www.vgchartz.com/game/4759/devil-dice/?region=All,1,,/games/boxart/full_3934347AmericaFrontccc.jpg
1834,LEGO Harry Potter: Years 5-7,lego-harry-potter-years-5-7,Action,E10,Wii,Warner Bros. Interactive,Traveller's Tales,,,,,1.26,0.7,0.44,,0.12,2011.0,,http://www.vgchartz.com/game/51292/lego-harry-potter-years-5-7/?region=All,1,,/games/boxart/full_lego-harry-potter-years-5-7_21AmericaFront.jpg
1835,Hyrule Warriors,hyrule-warriors,Misc,T,WiiU,Nintendo,Omega Force,,7.4,,,1.26,0.59,0.44,0.13,0.1,2014.0,11th Jan 18,http://www.vgchartz.com/game/77879/hyrule-warriors/?region=All,1,,/games/boxart/full_4276770AmericaFrontccc.jpg
1836,Brian Lara Cricket,brian-lara-cricket,Sports,,PS,Codemasters,Codemasters,,,,,1.26,0.02,1.13,0.01,0.1,1998.0,,http://www.vgchartz.com/game/6200/brian-lara-cricket/?region=All,1,,/games/boxart/full_2553818PALFrontccc.jpg
1837,Championship Manager 03/04,championship-manager-03,Sports,,PC,Eidos Interactive,Sports Interactive,,,,,1.26,,1.15,,0.11,2003.0,,http://www.vgchartz.com/game/6203/championship-manager-0304/?region=All,1,,/games/boxart/9708226ccc.jpg
1838,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,T,PS3,Eidos Interactive,Crystal Dynamics,,7.8,,,1.26,0.45,0.55,0.05,0.21,2008.0,,http://www.vgchartz.com/game/21884/tomb-raider-underworld/?region=All,1,,/games/boxart/full_1603834AmericaFrontccc.jpg
1839,Wheel of Fortune,wheel-of-fortune,Misc,E,PS,Hasbro Interactive,Artech Studios,,,,,1.26,0.99,0.22,,0.04,1998.0,,http://www.vgchartz.com/game/5982/wheel-of-fortune/?region=All,1,,/games/boxart/8777291ccc.jpg
1840,Football Manager 2011,football-manager-2011,Sports,E,PC,Sega,Sports Interactive,,8.9,,,1.26,,01.01,,0.24,2010.0,,http://www.vgchartz.com/game/43886/football-manager-2011/?region=All,1,,/games/boxart/full_football-manager-2011_6PALFront.jpg
1841,SOCOM: U.S. Navy SEALs Confrontation,socom-us-navy-seals-confrontation,Shooter,M,PS3,Sony Computer Entertainment,Slant Six Games,,6.3,,,1.26,0.94,0.17,0.02,0.14,2008.0,,http://www.vgchartz.com/game/26690/socom-us-navy-seals-confrontation/?region=All,1,,/games/boxart/full_4453359AmericaFrontccc.jpg
1842,Far Cry 4,far-cry-4,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,,,,,1.26,0.35,0.63,0.09,0.19,2014.0,23rd Jan 18,http://www.vgchartz.com/game/82097/far-cry-4/?region=All,1,,/games/boxart/full_3767255AmericaFrontccc.jpg
1843,Kung Fu Panda,kung-fu-panda,Platform,E10,DS,Activision,Vicarious Visions,,,,,1.26,0.56,0.56,,0.14,2008.0,,http://www.vgchartz.com/game/17049/kung-fu-panda/?region=All,1,,/games/boxart/2625078ccc.jpg
1844,Assassin's Creed: Bloodlines,assassins-creed-bloodlines,Action,M,PSP,Ubisoft,Griptonite Studio,,6.3,,,1.26,0.43,0.5,0.05,0.28,2009.0,,http://www.vgchartz.com/game/35187/assassins-creed-bloodlines/?region=All,1,5.4,/games/boxart/full_2923134AmericaFrontccc.jpg
1845,NBA Live 2001,nba-live-2001,Sports,E,PS,EA Sports,EA Canada,,,,,1.25,0.7,0.47,,0.08,2000.0,,http://www.vgchartz.com/game/1530/nba-live-2001/?region=All,1,,/games/boxart/6044006ccc.jpg
1846,Persona 4 Golden,persona-4-golden,Role-Playing,M,PSV,Atlus,Atlus,,,,,1.25,0.37,0.29,0.39,0.21,2012.0,11th Jan 18,http://www.vgchartz.com/game/62901/persona-4-golden/?region=All,1,,/games/boxart/full_4442673AmericaFrontccc.jpg
1847,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,PS2,LucasArts,Krome Studios,,,,,1.25,0.49,0.0,0.01,0.75,2008.0,,http://www.vgchartz.com/game/13962/star-wars-the-force-unleashed/?region=All,1,,/games/boxart/full_8841685AmericaFrontccc.jpg
1848,Combat,combat,Action,,2600,Atari,Atari,,,,,1.25,1.17,0.07,,0.01,1977.0,,http://www.vgchartz.com/game/19696/combat/?region=All,1,,/games/boxart/78053ccc.jpg
1849,Dark Souls,dark-souls,Role-Playing,M,X360,Namco Bandai,From Software,,9.1,,1.25,,,,,,2011.0,,http://www.vgchartz.com/game/47352/dark-souls/?region=All,1,,/games/boxart/full_dark-souls_484AmericaFront.jpg
1850,Dead or Alive 4,dead-or-alive-4,Fighting,M,X360,Tecmo,Team Ninja,,8.6,,1.25,,,,,,2005.0,,http://www.vgchartz.com/game/479/dead-or-alive-4/?region=All,1,,/games/boxart/1244541ccc.jpg
1851,Dragon Ball: Daimaou Fukkatsu,dragon-ball-daimaou-fukkatsu,Role-Playing,,NES,Bandai,TOSE,,,,,1.25,,,1.25,0.0,1988.0,,http://www.vgchartz.com/game/6242/dragon-ball-daimaou-fukkatsu/?region=All,1,,/games/boxart/full_dragon-ball-z-kyoushuu-saiyajin_4JapanFront.jpg
1852,Gegege no Kitarou 2: Youkai Gundan no Chousen,gegege-no-kitarou-2-youkai-gundan-no-chousen,Role-Playing,,NES,Bandai,Bandai,,,,,1.25,,,1.25,0.0,1987.0,,http://www.vgchartz.com/game/6276/gegege-no-kitarou-2-youkai-gundan-no-chousen/?region=All,1,,/games/boxart/full_5873071JapanFrontccc.jpg
1853,Pikmin 3,pikmin-3,Strategy,E10,WiiU,Nintendo,Nintendo EAD,,8.7,,1.25,,,,,,2013.0,09th Jan 18,http://www.vgchartz.com/game/25723/pikmin-3/?region=All,1,,/games/boxart/full_7021889AmericaFrontccc.png
1854,PokePark Wii: Pikachu's Adventure,pokepark-wii-pikachus-adventure,Adventure,E,Wii,Nintendo,Creatures Inc.,,,,1.25,,,,,,2010.0,,http://www.vgchartz.com/game/39756/pokepark-wii-pikachus-adventure/?region=All,1,,/games/boxart/full_pokepark-wii-pikachus-adventure_3AmericaFront.jpg
1855,Resident Evil Zero,resident-evil-zero,Action,M,GC,Capcom,Capcom Production Studio 3 / Flagship,,8.2,,1.25,,,,,,2002.0,,http://www.vgchartz.com/game/4158/resident-evil-zero/?region=All,1,,/games/boxart/6390293ccc.jpg
1856,Reel Fishing,reel-fishing,Sports,E,PS,Natsume,Pack-In Video,,,,,1.25,0.99,0.13,0.1,0.04,1998.0,,http://www.vgchartz.com/game/1873/reel-fishing/?region=All,1,,/games/boxart/7104719ccc.jpg
1857,Need for Speed: Most Wanted,need-for-speed-most-wanted,Racing,T,X360,Electronic Arts,Electronic Arts,,8.4,,,1.25,1.0,0.13,0.02,0.1,2005.0,,http://www.vgchartz.com/game/3910/need-for-speed-most-wanted/?region=All,1,,/games/boxart/full_7241870AmericaFrontccc.jpg
1858,Tom Clancy's Rainbow Six: Vegas,tom-clancys-rainbow-six-vegas,Shooter,M,PS3,Ubisoft,Ubisoft,,,,,1.25,0.47,0.53,0.03,0.22,2007.0,,http://www.vgchartz.com/game/6843/tom-clancys-rainbow-six-vegas/?region=All,1,,/games/boxart/616863ccc.jpg
1859,Black,black,Shooter,M,PS2,Electronic Arts,Criterion Games,,7.7,,,1.25,01.01,0.04,0.03,0.16,2006.0,,http://www.vgchartz.com/game/2912/black/?region=All,1,,/games/boxart/full_5505392AmericaFrontccc.jpg
1860,RollerCoaster Tycoon 2,rollercoaster-tycoon-2,Strategy,E,PC,Atari,Chris Sawyer,,7.3,,,1.25,1.19,0.06,,,2002.0,,http://www.vgchartz.com/game/7414/rollercoaster-tycoon-2/?region=All,1,,/games/boxart/full_1430658AmericaFrontccc.jpg
1861,FIFA Street (2012),fifa-street-2012,Sports,E,PS3,EA Sports,EA Canada,,,,,1.25,0.13,0.91,,0.21,2012.0,31st Jan 18,http://www.vgchartz.com/game/70518/fifa-street-2012/?region=All,1,,/games/boxart/full_5908073AmericaFrontccc.jpg
1862,Ratatouille,ratatouille,Platform,E,DS,THQ,Helixe,,7.0,,,1.25,0.49,0.62,,0.14,2007.0,,http://www.vgchartz.com/game/6826/ratatouille/?region=All,1,,/games/boxart/4331749ccc.jpg
